✓ Initialized. View run at 
https://modal.com/apps/sentra/main/ap-b0BaUF2jBlibzWOZ8yS5XU
✓ Created objects.
├── 🔨 Created mount /Users/sonia/Documents/GitHub/autoresearch/run_modal.py
├── 🔨 Created function setup_data.
└── 🔨 Created function run_training.
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 50,331,648
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,872
  scalars                 : 16
  total                   : 119,538,448
Estimated FLOPs per token: 4.187796e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 26115ms | tok/sec: 10,037 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00327 (27.3%) | loss: 3.166939 | lrm: 0.73 | dt: 262ms | tok/sec: 1,001,970 | mfu: 42.4% | epoch: 1 | remaining: 218s    
step 00328 (27.4%) | loss: 3.163696 | lrm: 0.73 | dt: 261ms | tok/sec: 1,006,242 | mfu: 42.6% | epoch: 1 | remaining: 217s    
step 00329 (27.5%) | loss: 3.163759 | lrm: 0.73 | dt: 259ms | tok/sec: 1,010,330 | mfu: 42.8% | epoch: 1 | remaining: 217s    
step 00330 (27.6%) | loss: 3.165526 | lrm: 0.73 | dt: 259ms | tok/sec: 1,013,144 | mfu: 42.9% | epoch: 1 | remaining: 217s    
step 00331 (27.7%) | loss: 3.161915 | lrm: 0.73 | dt: 259ms | tok/sec: 1,013,203 | mfu: 42.9% | epoch: 1 | remaining: 217s    
step 00332 (27.8%) | loss: 3.162225 | lrm: 0.72 | dt: 262ms | tok/sec: 1,001,851 | mfu: 42.4% | epoch: 1 | remaining: 216s    
step 00333 (27.9%) | loss: 3.160418 | lrm: 0.72 | dt: 259ms | tok/sec: 1,012,798 | mfu: 42.9% | epoch: 1 | remaining: 216s    
step 00334 (28.0%) | loss: 3.159009 | lrm: 0.72 | dt: 261ms | tok/sec: 1,003,160 | mfu: 42.5% | epoch: 1 | remaining: 216s    
step 00335 (28.0%) | loss: 3.158880 | lrm: 0.72 | dt: 260ms | tok/sec: 1,009,951 | mfu: 42.7% | epoch: 1 | remaining: 216s    
step 00336 (28.1%) | loss: 3.157538 | lrm: 0.72 | dt: 259ms | tok/sec: 1,010,474 | mfu: 42.8% | epoch: 1 | remaining: 215s    
step 00337 (28.2%) | loss: 3.159299 | lrm: 0.72 | dt: 258ms | tok/sec: 1,016,502 | mfu: 43.0% | epoch: 1 | remaining: 215s    
step 00338 (28.3%) | loss: 3.158557 | lrm: 0.72 | dt: 262ms | tok/sec: 999,058 | mfu: 42.3% | epoch: 1 | remaining: 215s    
step 00339 (28.4%) | loss: 3.164117 | lrm: 0.72 | dt: 259ms | tok/sec: 1,011,515 | mfu: 42.8% | epoch: 1 | remaining: 215s    
step 00340 (28.5%) | loss: 3.160372 | lrm: 0.72 | dt: 256ms | tok/sec: 1,022,726 | mfu: 43.3% | epoch: 1 | remaining: 214s    
step 00341 (28.6%) | loss: 3.163829 | lrm: 0.72 | dt: 257ms | tok/sec: 1,021,535 | mfu: 43.2% | epoch: 1 | remaining: 214s    
step 00342 (28.6%) | loss: 3.157744 | lrm: 0.72 | dt: 257ms | tok/sec: 1,019,842 | mfu: 43.2% | epoch: 1 | remaining: 214s    
step 00343 (28.7%) | loss: 3.153839 | lrm: 0.72 | dt: 258ms | tok/sec: 1,015,579 | mfu: 43.0% | epoch: 1 | remaining: 214s    
step 00344 (28.8%) | loss: 3.153975 | lrm: 0.71 | dt: 257ms | tok/sec: 1,020,740 | mfu: 43.2% | epoch: 1 | remaining: 213s    
step 00345 (28.9%) | loss: 3.156431 | lrm: 0.71 | dt: 259ms | tok/sec: 1,012,288 | mfu: 42.8% | epoch: 1 | remaining: 213s    
step 00346 (29.0%) | loss: 3.156512 | lrm: 0.71 | dt: 258ms | tok/sec: 1,015,750 | mfu: 43.0% | epoch: 1 | remaining: 213s    
step 00347 (29.1%) | loss: 3.155643 | lrm: 0.71 | dt: 258ms | tok/sec: 1,015,325 | mfu: 43.0% | epoch: 1 | remaining: 213s    
step 00348 (29.2%) | loss: 3.153006 | lrm: 0.71 | dt: 259ms | tok/sec: 1,012,693 | mfu: 42.9% | epoch: 1 | remaining: 212s    
step 00349 (29.2%) | loss: 3.150649 | lrm: 0.71 | dt: 257ms | tok/sec: 1,020,560 | mfu: 43.2% | epoch: 1 | remaining: 212s    
step 00350 (29.3%) | loss: 3.151116 | lrm: 0.71 | dt: 263ms | tok/sec: 996,978 | mfu: 42.2% | epoch: 1 | remaining: 212s    
step 00351 (29.4%) | loss: 3.144407 | lrm: 0.71 | dt: 261ms | tok/sec: 1,005,378 | mfu: 42.6% | epoch: 1 | remaining: 211s    
step 00352 (29.5%) | loss: 3.142176 | lrm: 0.71 | dt: 259ms | tok/sec: 1,013,470 | mfu: 42.9% | epoch: 1 | remaining: 211s    
step 00353 (29.6%) | loss: 3.147995 | lrm: 0.71 | dt: 260ms | tok/sec: 1,007,583 | mfu: 42.6% | epoch: 1 | remaining: 211s    
step 00354 (29.7%) | loss: 3.148190 | lrm: 0.71 | dt: 258ms | tok/sec: 1,014,347 | mfu: 42.9% | epoch: 1 | remaining: 211s    
step 00355 (29.8%) | loss: 3.139695 | lrm: 0.71 | dt: 260ms | tok/sec: 1,009,605 | mfu: 42.7% | epoch: 1 | remaining: 210s    
step 00356 (29.9%) | loss: 3.139320 | lrm: 0.70 | dt: 258ms | tok/sec: 1,015,746 | mfu: 43.0% | epoch: 1 | remaining: 210s    
step 00357 (29.9%) | loss: 3.138012 | lrm: 0.70 | dt: 259ms | tok/sec: 1,011,712 | mfu: 42.8% | epoch: 1 | remaining: 210s    
step 00358 (30.0%) | loss: 3.140438 | lrm: 0.70 | dt: 264ms | tok/sec: 994,161 | mfu: 42.1% | epoch: 1 | remaining: 210s    
step 00359 (30.1%) | loss: 3.138400 | lrm: 0.70 | dt: 258ms | tok/sec: 1,015,970 | mfu: 43.0% | epoch: 1 | remaining: 209s    
step 00360 (30.2%) | loss: 3.136063 | lrm: 0.70 | dt: 259ms | tok/sec: 1,012,467 | mfu: 42.9% | epoch: 1 | remaining: 209s    
step 00361 (30.3%) | loss: 3.127958 | lrm: 0.70 | dt: 261ms | tok/sec: 1,002,620 | mfu: 42.4% | epoch: 1 | remaining: 209s    
step 00362 (30.4%) | loss: 3.128845 | lrm: 0.70 | dt: 262ms | tok/sec: 1,000,902 | mfu: 42.4% | epoch: 1 | remaining: 209s    
step 00363 (30.5%) | loss: 3.125421 | lrm: 0.70 | dt: 258ms | tok/sec: 1,015,046 | mfu: 43.0% | epoch: 1 | remaining: 208s    
step 00364 (30.5%) | loss: 3.123284 | lrm: 0.70 | dt: 258ms | tok/sec: 1,016,770 | mfu: 43.0% | epoch: 1 | remaining: 208s    
step 00365 (30.6%) | loss: 3.124130 | lrm: 0.70 | dt: 261ms | tok/sec: 1,005,011 | mfu: 42.5% | epoch: 1 | remaining: 208s    
step 00366 (30.7%) | loss: 3.117895 | lrm: 0.70 | dt: 261ms | tok/sec: 1,004,836 | mfu: 42.5% | epoch: 1 | remaining: 208s    
step 00367 (30.8%) | loss: 3.118339 | lrm: 0.70 | dt: 258ms | tok/sec: 1,016,357 | mfu: 43.0% | epoch: 1 | remaining: 207s    
step 00368 (30.9%) | loss: 3.113065 | lrm: 0.69 | dt: 258ms | tok/sec: 1,014,712 | mfu: 42.9% | epoch: 1 | remaining: 207s    
step 00369 (31.0%) | loss: 3.106882 | lrm: 0.69 | dt: 257ms | tok/sec: 1,020,638 | mfu: 43.2% | epoch: 1 | remaining: 207s    
step 00370 (31.1%) | loss: 3.108104 | lrm: 0.69 | dt: 256ms | tok/sec: 1,025,732 | mfu: 43.4% | epoch: 1 | remaining: 207s    
step 00371 (31.1%) | loss: 3.111358 | lrm: 0.69 | dt: 256ms | tok/sec: 1,022,685 | mfu: 43.3% | epoch: 1 | remaining: 206s    
step 00372 (31.2%) | loss: 3.108987 | lrm: 0.69 | dt: 256ms | tok/sec: 1,022,899 | mfu: 43.3% | epoch: 1 | remaining: 206s    
step 00373 (31.3%) | loss: 3.108665 | lrm: 0.69 | dt: 258ms | tok/sec: 1,014,097 | mfu: 42.9% | epoch: 1 | remaining: 206s    
step 00374 (31.4%) | loss: 3.105361 | lrm: 0.69 | dt: 259ms | tok/sec: 1,012,042 | mfu: 42.8% | epoch: 1 | remaining: 206s    
step 00375 (31.5%) | loss: 3.102828 | lrm: 0.69 | dt: 259ms | tok/sec: 1,011,259 | mfu: 42.8% | epoch: 1 | remaining: 205s    
step 00376 (31.6%) | loss: 3.101345 | lrm: 0.69 | dt: 256ms | tok/sec: 1,024,714 | mfu: 43.4% | epoch: 1 | remaining: 205s    
step 00377 (31.7%) | loss: 3.097321 | lrm: 0.69 | dt: 259ms | tok/sec: 1,013,575 | mfu: 42.9% | epoch: 1 | remaining: 205s    
step 00378 (31.8%) | loss: 3.099551 | lrm: 0.69 | dt: 259ms | tok/sec: 1,010,959 | mfu: 42.8% | epoch: 1 | remaining: 204s    
step 00379 (31.8%) | loss: 3.106622 | lrm: 0.68 | dt: 258ms | tok/sec: 1,017,111 | mfu: 43.0% | epoch: 1 | remaining: 204s    
step 00380 (31.9%) | loss: 3.106292 | lrm: 0.68 | dt: 257ms | tok/sec: 1,018,113 | mfu: 43.1% | epoch: 1 | remaining: 204s    
step 00381 (32.0%) | loss: 3.108814 | lrm: 0.68 | dt: 256ms | tok/sec: 1,025,768 | mfu: 43.4% | epoch: 1 | remaining: 204s    
step 00382 (32.1%) | loss: 3.109554 | lrm: 0.68 | dt: 259ms | tok/sec: 1,012,598 | mfu: 42.9% | epoch: 1 | remaining: 203s    
step 00383 (32.2%) | loss: 3.110318 | lrm: 0.68 | dt: 258ms | tok/sec: 1,015,570 | mfu: 43.0% | epoch: 1 | remaining: 203s    
step 00384 (32.3%) | loss: 3.111216 | lrm: 0.68 | dt: 257ms | tok/sec: 1,021,391 | mfu: 43.2% | epoch: 1 | remaining: 203s    
step 00385 (32.4%) | loss: 3.110729 | lrm: 0.68 | dt: 258ms | tok/sec: 1,016,027 | mfu: 43.0% | epoch: 1 | remaining: 203s    
step 00386 (32.4%) | loss: 3.105053 | lrm: 0.68 | dt: 259ms | tok/sec: 1,012,521 | mfu: 42.9% | epoch: 1 | remaining: 202s    
step 00387 (32.5%) | loss: 3.105448 | lrm: 0.68 | dt: 259ms | tok/sec: 1,012,538 | mfu: 42.9% | epoch: 1 | remaining: 202s    
step 00388 (32.6%) | loss: 3.101131 | lrm: 0.68 | dt: 256ms | tok/sec: 1,025,096 | mfu: 43.4% | epoch: 1 | remaining: 202s    
step 00389 (32.7%) | loss: 3.095358 | lrm: 0.68 | dt: 255ms | tok/sec: 1,027,726 | mfu: 43.5% | epoch: 1 | remaining: 202s    
step 00390 (32.8%) | loss: 3.097306 | lrm: 0.68 | dt: 258ms | tok/sec: 1,017,384 | mfu: 43.1% | epoch: 1 | remaining: 201s    
step 00391 (32.9%) | loss: 3.097591 | lrm: 0.67 | dt: 259ms | tok/sec: 1,011,572 | mfu: 42.8% | epoch: 1 | remaining: 201s    
step 00392 (33.0%) | loss: 3.096140 | lrm: 0.67 | dt: 256ms | tok/sec: 1,022,070 | mfu: 43.3% | epoch: 1 | remaining: 201s    
step 00393 (33.0%) | loss: 3.098257 | lrm: 0.67 | dt: 258ms | tok/sec: 1,017,232 | mfu: 43.1% | epoch: 1 | remaining: 201s    
step 00394 (33.1%) | loss: 3.097394 | lrm: 0.67 | dt: 262ms | tok/sec: 1,000,493 | mfu: 42.3% | epoch: 1 | remaining: 200s    
step 00395 (33.2%) | loss: 3.097010 | lrm: 0.67 | dt: 259ms | tok/sec: 1,012,460 | mfu: 42.8% | epoch: 1 | remaining: 200s    
step 00396 (33.3%) | loss: 3.099127 | lrm: 0.67 | dt: 257ms | tok/sec: 1,018,352 | mfu: 43.1% | epoch: 1 | remaining: 200s    
step 00397 (33.4%) | loss: 3.090442 | lrm: 0.67 | dt: 259ms | tok/sec: 1,011,465 | mfu: 42.8% | epoch: 1 | remaining: 200s    
step 00398 (33.5%) | loss: 3.087217 | lrm: 0.67 | dt: 259ms | tok/sec: 1,012,579 | mfu: 42.9% | epoch: 1 | remaining: 199s    
step 00399 (33.6%) | loss: 3.085694 | lrm: 0.67 | dt: 259ms | tok/sec: 1,013,913 | mfu: 42.9% | epoch: 1 | remaining: 199s    
step 00400 (33.6%) | loss: 3.083800 | lrm: 0.67 | dt: 259ms | tok/sec: 1,011,674 | mfu: 42.8% | epoch: 1 | remaining: 199s    
step 00401 (33.7%) | loss: 3.083283 | lrm: 0.67 | dt: 258ms | tok/sec: 1,014,919 | mfu: 43.0% | epoch: 1 | remaining: 199s    
step 00402 (33.8%) | loss: 3.085398 | lrm: 0.67 | dt: 255ms | tok/sec: 1,026,106 | mfu: 43.4% | epoch: 1 | remaining: 198s    
step 00403 (33.9%) | loss: 3.085622 | lrm: 0.66 | dt: 255ms | tok/sec: 1,028,610 | mfu: 43.5% | epoch: 1 | remaining: 198s    
step 00404 (34.0%) | loss: 3.084868 | lrm: 0.66 | dt: 257ms | tok/sec: 1,019,891 | mfu: 43.2% | epoch: 1 | remaining: 198s    
step 00405 (34.1%) | loss: 3.086392 | lrm: 0.66 | dt: 258ms | tok/sec: 1,017,684 | mfu: 43.1% | epoch: 1 | remaining: 198s    
step 00406 (34.2%) | loss: 3.084298 | lrm: 0.66 | dt: 262ms | tok/sec: 999,763 | mfu: 42.3% | epoch: 1 | remaining: 197s    
step 00407 (34.2%) | loss: 3.083152 | lrm: 0.66 | dt: 258ms | tok/sec: 1,015,092 | mfu: 43.0% | epoch: 1 | remaining: 197s    
step 00408 (34.3%) | loss: 3.082217 | lrm: 0.66 | dt: 258ms | tok/sec: 1,017,751 | mfu: 43.1% | epoch: 1 | remaining: 197s    
step 00409 (34.4%) | loss: 3.079547 | lrm: 0.66 | dt: 261ms | tok/sec: 1,004,016 | mfu: 42.5% | epoch: 1 | remaining: 196s    
step 00410 (34.5%) | loss: 3.079075 | lrm: 0.66 | dt: 260ms | tok/sec: 1,009,712 | mfu: 42.7% | epoch: 1 | remaining: 196s    
step 00411 (34.6%) | loss: 3.070198 | lrm: 0.66 | dt: 261ms | tok/sec: 1,004,450 | mfu: 42.5% | epoch: 1 | remaining: 196s    
step 00412 (34.7%) | loss: 3.071989 | lrm: 0.66 | dt: 259ms | tok/sec: 1,012,516 | mfu: 42.9% | epoch: 1 | remaining: 196s    
step 00413 (34.8%) | loss: 3.070473 | lrm: 0.66 | dt: 259ms | tok/sec: 1,011,100 | mfu: 42.8% | epoch: 1 | remaining: 195s    
step 00414 (34.8%) | loss: 3.069346 | lrm: 0.65 | dt: 258ms | tok/sec: 1,017,764 | mfu: 43.1% | epoch: 1 | remaining: 195s    
step 00415 (34.9%) | loss: 3.068760 | lrm: 0.65 | dt: 258ms | tok/sec: 1,016,256 | mfu: 43.0% | epoch: 1 | remaining: 195s    
step 00416 (35.0%) | loss: 3.068147 | lrm: 0.65 | dt: 257ms | tok/sec: 1,021,704 | mfu: 43.2% | epoch: 1 | remaining: 195s    
step 00417 (35.1%) | loss: 3.069329 | lrm: 0.65 | dt: 258ms | tok/sec: 1,014,164 | mfu: 42.9% | epoch: 1 | remaining: 194s    
step 00418 (35.2%) | loss: 3.068813 | lrm: 0.65 | dt: 258ms | tok/sec: 1,016,803 | mfu: 43.0% | epoch: 1 | remaining: 194s    
step 00419 (35.3%) | loss: 3.066380 | lrm: 0.65 | dt: 257ms | tok/sec: 1,020,197 | mfu: 43.2% | epoch: 1 | remaining: 194s    
step 00420 (35.4%) | loss: 3.067340 | lrm: 0.65 | dt: 259ms | tok/sec: 1,011,896 | mfu: 42.8% | epoch: 1 | remaining: 194s    
step 00421 (35.5%) | loss: 3.062719 | lrm: 0.65 | dt: 257ms | tok/sec: 1,019,847 | mfu: 43.2% | epoch: 1 | remaining: 193s    
step 00422 (35.5%) | loss: 3.062104 | lrm: 0.65 | dt: 259ms | tok/sec: 1,014,066 | mfu: 42.9% | epoch: 1 | remaining: 193s    
step 00423 (35.6%) | loss: 3.067964 | lrm: 0.65 | dt: 259ms | tok/sec: 1,011,025 | mfu: 42.8% | epoch: 1 | remaining: 193s    
step 00424 (35.7%) | loss: 3.070180 | lrm: 0.65 | dt: 258ms | tok/sec: 1,017,675 | mfu: 43.1% | epoch: 1 | remaining: 193s    
step 00425 (35.8%) | loss: 3.064935 | lrm: 0.65 | dt: 258ms | tok/sec: 1,016,179 | mfu: 43.0% | epoch: 1 | remaining: 192s    
step 00426 (35.9%) | loss: 3.064173 | lrm: 0.64 | dt: 257ms | tok/sec: 1,020,796 | mfu: 43.2% | epoch: 1 | remaining: 192s    
step 00427 (36.0%) | loss: 3.059947 | lrm: 0.64 | dt: 257ms | tok/sec: 1,018,492 | mfu: 43.1% | epoch: 1 | remaining: 192s    
step 00428 (36.1%) | loss: 3.056072 | lrm: 0.64 | dt: 258ms | tok/sec: 1,017,621 | mfu: 43.1% | epoch: 1 | remaining: 192s    
step 00429 (36.1%) | loss: 3.053508 | lrm: 0.64 | dt: 257ms | tok/sec: 1,019,836 | mfu: 43.2% | epoch: 1 | remaining: 191s    
step 00430 (36.2%) | loss: 3.055925 | lrm: 0.64 | dt: 259ms | tok/sec: 1,010,744 | mfu: 42.8% | epoch: 1 | remaining: 191s    
step 00431 (36.3%) | loss: 3.053939 | lrm: 0.64 | dt: 257ms | tok/sec: 1,019,820 | mfu: 43.2% | epoch: 1 | remaining: 191s    
step 00432 (36.4%) | loss: 3.049892 | lrm: 0.64 | dt: 258ms | tok/sec: 1,016,007 | mfu: 43.0% | epoch: 1 | remaining: 191s    
step 00433 (36.5%) | loss: 3.053005 | lrm: 0.64 | dt: 258ms | tok/sec: 1,016,094 | mfu: 43.0% | epoch: 1 | remaining: 190s    
step 00434 (36.6%) | loss: 3.056056 | lrm: 0.64 | dt: 259ms | tok/sec: 1,011,521 | mfu: 42.8% | epoch: 1 | remaining: 190s    
step 00435 (36.7%) | loss: 3.058274 | lrm: 0.64 | dt: 259ms | tok/sec: 1,011,214 | mfu: 42.8% | epoch: 1 | remaining: 190s    
step 00436 (36.7%) | loss: 3.056665 | lrm: 0.64 | dt: 261ms | tok/sec: 1,003,312 | mfu: 42.5% | epoch: 1 | remaining: 190s    
step 00437 (36.8%) | loss: 3.055715 | lrm: 0.64 | dt: 259ms | tok/sec: 1,012,830 | mfu: 42.9% | epoch: 1 | remaining: 189s    
step 00438 (36.9%) | loss: 3.056247 | lrm: 0.63 | dt: 259ms | tok/sec: 1,013,105 | mfu: 42.9% | epoch: 1 | remaining: 189s    
step 00439 (37.0%) | loss: 3.056465 | lrm: 0.63 | dt: 256ms | tok/sec: 1,022,997 | mfu: 43.3% | epoch: 1 | remaining: 189s    
step 00440 (37.1%) | loss: 3.056881 | lrm: 0.63 | dt: 255ms | tok/sec: 1,026,220 | mfu: 43.4% | epoch: 1 | remaining: 188s    
step 00441 (37.2%) | loss: 3.059771 | lrm: 0.63 | dt: 256ms | tok/sec: 1,024,209 | mfu: 43.3% | epoch: 1 | remaining: 188s    
step 00442 (37.3%) | loss: 3.060667 | lrm: 0.63 | dt: 257ms | tok/sec: 1,019,990 | mfu: 43.2% | epoch: 1 | remaining: 188s    
step 00443 (37.3%) | loss: 3.063559 | lrm: 0.63 | dt: 259ms | tok/sec: 1,013,022 | mfu: 42.9% | epoch: 1 | remaining: 188s    
step 00444 (37.4%) | loss: 3.052796 | lrm: 0.63 | dt: 260ms | tok/sec: 1,009,731 | mfu: 42.7% | epoch: 1 | remaining: 187s    
step 00445 (37.5%) | loss: 3.050280 | lrm: 0.63 | dt: 262ms | tok/sec: 1,002,109 | mfu: 42.4% | epoch: 1 | remaining: 187s    
step 00446 (37.6%) | loss: 3.047513 | lrm: 0.63 | dt: 258ms | tok/sec: 1,015,125 | mfu: 43.0% | epoch: 1 | remaining: 187s    
step 00447 (37.7%) | loss: 3.049920 | lrm: 0.63 | dt: 260ms | tok/sec: 1,007,280 | mfu: 42.6% | epoch: 1 | remaining: 187s    
step 00448 (37.8%) | loss: 3.048559 | lrm: 0.63 | dt: 259ms | tok/sec: 1,011,963 | mfu: 42.8% | epoch: 1 | remaining: 186s    
step 00449 (37.9%) | loss: 3.049088 | lrm: 0.63 | dt: 261ms | tok/sec: 1,003,078 | mfu: 42.5% | epoch: 1 | remaining: 186s    
step 00450 (37.9%) | loss: 3.050098 | lrm: 0.62 | dt: 260ms | tok/sec: 1,006,927 | mfu: 42.6% | epoch: 1 | remaining: 186s    
step 00451 (38.0%) | loss: 3.051120 | lrm: 0.62 | dt: 259ms | tok/sec: 1,013,339 | mfu: 42.9% | epoch: 1 | remaining: 186s    
step 00452 (38.1%) | loss: 3.054557 | lrm: 0.62 | dt: 261ms | tok/sec: 1,006,249 | mfu: 42.6% | epoch: 1 | remaining: 185s    
step 00453 (38.2%) | loss: 3.057269 | lrm: 0.62 | dt: 259ms | tok/sec: 1,013,966 | mfu: 42.9% | epoch: 1 | remaining: 185s    
step 00454 (38.3%) | loss: 3.053906 | lrm: 0.62 | dt: 262ms | tok/sec: 1,002,440 | mfu: 42.4% | epoch: 1 | remaining: 185s    
step 00455 (38.4%) | loss: 3.053555 | lrm: 0.62 | dt: 259ms | tok/sec: 1,011,151 | mfu: 42.8% | epoch: 1 | remaining: 185s    
step 00456 (38.5%) | loss: 3.055322 | lrm: 0.62 | dt: 260ms | tok/sec: 1,006,814 | mfu: 42.6% | epoch: 1 | remaining: 184s    
step 00457 (38.6%) | loss: 3.054439 | lrm: 0.62 | dt: 259ms | tok/sec: 1,012,872 | mfu: 42.9% | epoch: 1 | remaining: 184s    
step 00458 (38.6%) | loss: 3.054656 | lrm: 0.62 | dt: 260ms | tok/sec: 1,008,385 | mfu: 42.7% | epoch: 1 | remaining: 184s    
step 00459 (38.7%) | loss: 3.053035 | lrm: 0.62 | dt: 259ms | tok/sec: 1,011,719 | mfu: 42.8% | epoch: 1 | remaining: 184s    
step 00460 (38.8%) | loss: 3.052781 | lrm: 0.62 | dt: 262ms | tok/sec: 1,001,896 | mfu: 42.4% | epoch: 1 | remaining: 183s    
step 00461 (38.9%) | loss: 3.055625 | lrm: 0.61 | dt: 257ms | tok/sec: 1,019,140 | mfu: 43.1% | epoch: 1 | remaining: 183s    
step 00462 (39.0%) | loss: 3.057311 | lrm: 0.61 | dt: 261ms | tok/sec: 1,002,915 | mfu: 42.4% | epoch: 1 | remaining: 183s    
step 00463 (39.1%) | loss: 3.058520 | lrm: 0.61 | dt: 259ms | tok/sec: 1,011,381 | mfu: 42.8% | epoch: 1 | remaining: 183s    
step 00464 (39.2%) | loss: 3.052687 | lrm: 0.61 | dt: 257ms | tok/sec: 1,018,774 | mfu: 43.1% | epoch: 1 | remaining: 182s    
step 00465 (39.2%) | loss: 3.050207 | lrm: 0.61 | dt: 260ms | tok/sec: 1,006,596 | mfu: 42.6% | epoch: 1 | remaining: 182s    
step 00466 (39.3%) | loss: 3.048996 | lrm: 0.61 | dt: 259ms | tok/sec: 1,012,521 | mfu: 42.9% | epoch: 1 | remaining: 182s    
step 00467 (39.4%) | loss: 3.045560 | lrm: 0.61 | dt: 258ms | tok/sec: 1,015,148 | mfu: 43.0% | epoch: 1 | remaining: 181s    
step 00468 (39.5%) | loss: 3.049734 | lrm: 0.61 | dt: 257ms | tok/sec: 1,021,933 | mfu: 43.3% | epoch: 1 | remaining: 181s    
step 00469 (39.6%) | loss: 3.047893 | lrm: 0.61 | dt: 256ms | tok/sec: 1,022,461 | mfu: 43.3% | epoch: 1 | remaining: 181s    
step 00470 (39.7%) | loss: 3.047414 | lrm: 0.61 | dt: 258ms | tok/sec: 1,016,510 | mfu: 43.0% | epoch: 1 | remaining: 181s    
step 00471 (39.8%) | loss: 3.045242 | lrm: 0.61 | dt: 259ms | tok/sec: 1,011,895 | mfu: 42.8% | epoch: 1 | remaining: 180s    
step 00472 (39.8%) | loss: 3.043586 | lrm: 0.61 | dt: 256ms | tok/sec: 1,022,832 | mfu: 43.3% | epoch: 1 | remaining: 180s    
step 00473 (39.9%) | loss: 3.041504 | lrm: 0.60 | dt: 259ms | tok/sec: 1,010,360 | mfu: 42.8% | epoch: 1 | remaining: 180s    
step 00474 (40.0%) | loss: 3.046578 | lrm: 0.60 | dt: 260ms | tok/sec: 1,009,415 | mfu: 42.7% | epoch: 1 | remaining: 180s    
step 00475 (40.1%) | loss: 3.041213 | lrm: 0.60 | dt: 259ms | tok/sec: 1,014,089 | mfu: 42.9% | epoch: 1 | remaining: 179s    
step 00476 (40.2%) | loss: 3.042309 | lrm: 0.60 | dt: 258ms | tok/sec: 1,014,106 | mfu: 42.9% | epoch: 1 | remaining: 179s    
step 00477 (40.3%) | loss: 3.043353 | lrm: 0.60 | dt: 259ms | tok/sec: 1,013,368 | mfu: 42.9% | epoch: 1 | remaining: 179s    
step 00478 (40.4%) | loss: 3.046368 | lrm: 0.60 | dt: 258ms | tok/sec: 1,014,107 | mfu: 42.9% | epoch: 1 | remaining: 179s    
step 00479 (40.5%) | loss: 3.043988 | lrm: 0.60 | dt: 259ms | tok/sec: 1,010,263 | mfu: 42.8% | epoch: 1 | remaining: 178s    
step 00480 (40.5%) | loss: 3.038933 | lrm: 0.60 | dt: 257ms | tok/sec: 1,019,158 | mfu: 43.1% | epoch: 1 | remaining: 178s    
step 00481 (40.6%) | loss: 3.033798 | lrm: 0.60 | dt: 259ms | tok/sec: 1,011,548 | mfu: 42.8% | epoch: 1 | remaining: 178s    
step 00482 (40.7%) | loss: 3.025559 | lrm: 0.60 | dt: 256ms | tok/sec: 1,025,968 | mfu: 43.4% | epoch: 1 | remaining: 178s    
step 00483 (40.8%) | loss: 3.025726 | lrm: 0.60 | dt: 257ms | tok/sec: 1,020,627 | mfu: 43.2% | epoch: 1 | remaining: 177s    
step 00484 (40.9%) | loss: 3.023201 | lrm: 0.60 | dt: 257ms | tok/sec: 1,021,129 | mfu: 43.2% | epoch: 1 | remaining: 177s    
step 00485 (41.0%) | loss: 3.025464 | lrm: 0.59 | dt: 260ms | tok/sec: 1,009,260 | mfu: 42.7% | epoch: 1 | remaining: 177s    
step 00486 (41.1%) | loss: 3.028365 | lrm: 0.59 | dt: 260ms | tok/sec: 1,007,735 | mfu: 42.6% | epoch: 1 | remaining: 177s    
step 00487 (41.1%) | loss: 3.028538 | lrm: 0.59 | dt: 259ms | tok/sec: 1,011,757 | mfu: 42.8% | epoch: 1 | remaining: 176s    
step 00488 (41.2%) | loss: 3.031783 | lrm: 0.59 | dt: 258ms | tok/sec: 1,015,591 | mfu: 43.0% | epoch: 1 | remaining: 176s    
step 00489 (41.3%) | loss: 3.031805 | lrm: 0.59 | dt: 262ms | tok/sec: 1,002,299 | mfu: 42.4% | epoch: 1 | remaining: 176s    
step 00490 (41.4%) | loss: 3.032481 | lrm: 0.59 | dt: 259ms | tok/sec: 1,011,836 | mfu: 42.8% | epoch: 1 | remaining: 176s    
step 00491 (41.5%) | loss: 3.024957 | lrm: 0.59 | dt: 259ms | tok/sec: 1,010,249 | mfu: 42.8% | epoch: 1 | remaining: 175s    
step 00492 (41.6%) | loss: 3.020940 | lrm: 0.59 | dt: 257ms | tok/sec: 1,020,036 | mfu: 43.2% | epoch: 1 | remaining: 175s    
